sample,texture,pH,resistance,ambic_p,K,ec_Na,ec_K,ec_Ca,ec_Mg,bs_Na,bs_K,bs_Ca,bs_Mg,carbon,s_value,r_eksteen,r_observed,ta_eksteen,ta_true
1040,Sand,4.48,2667.8071547257487,69.479476,59.209893,0.22219586521739132,0.15182023846153847,1.659912865,0.37142509166666665,6.365997872301548,4.34970882141699,47.557148538553825,10.641473192833914,0.6557377049180331,2.405354060345596,1.9440610590722829,1.87220088172043,1.044894113375242,1.085
1041,Sand,4.77,2667.8071547257487,31.04176,40.733433,0.22776332173913044,0.1044447,1.53427559,0.31468065,7.440414896577027,3.411927327959269,50.12065537209482,10.279770149322903,0.4644808743169402,2.1811642617391307,3.291746378022026,2.1010866363636365,0.561694622752503,0.88
1042,Sand,5.88,1971.0172918187136,49.117188,68.636534,0.18971392173913043,0.1759911128205128,5.26572261,0.8912112833333333,2.7684797599202113,2.568223930552633,76.84225982732589,13.005373443882291,0.7923497267759565,6.522638927892976,13.912860275712204,18.657375434343432,0.44253545074994705,0.33
1043,Sand,5.43,1584.78793298119,31.867225000000005,150.01191,0.2469795347826087,0.3846459230769231,3.5128184549999997,0.6611779,4.5901671474537515,7.148726233790124,65.28647760755949,12.288131799558998,0.7923497267759565,4.805621812859531,8.850604860341832,7.259124095652174,0.4716057739401542,0.575
1044,Sand,5.62,2195.757127417673,15.866680999999998,99.909426,0.19346275217391307,0.2561780153846154,3.25450168,0.5223984166666666,4.136877187450083,5.477938134665668,69.59207188579121,11.17061588540651,0.7103825136612025,4.226540864225195,10.934952657312238,8.393111325925927,0.34539702319982535,0.45
1045,Sand,5.98,2298.6570566126315,30.969439,51.7068,0.2389545782608696,0.13258153846153847,3.25617188,0.4362560583333333,5.494517205380922,3.048577472315741,74.8723566987096,10.03126383227239,0.5327868852459019,4.063964055055742,15.047564957471764,12.95588750292398,0.24538375137565924,0.285
1046,Loam,5.56,365.3815063636481,28.587812,268.989051,1.145542560869565,0.6897155153846154,4.22056845,2.8855720083333334,12.276215152782592,7.391341317468482,45.229752371588816,30.92325333268908,0.3142076502732243,8.941398534587513,10.262802220032086,18.22087297008547,0.6924171689154034,0.39
1047,Loam,5.21,282.6626403293287,19.465307,369.839314,2.6412832347826085,0.9483059333333334,4.378478820000001,4.534459475,20.2668533963028,7.276454517492367,33.59654397346769,34.793400496052804,0.23224043715846987,12.502527463115944,6.655376428901832,16.816864707547168,1.3392087420171177,0.53
1048,Loam,4.66,430.5525098739504,58.132457,294.082306,1.0089997130434782,0.7540571948717949,3.6283911,1.8676292416666669,12.781730924876792,9.55218920503633,45.96346077297577,23.65861370010756,0.3142076502732243,7.2590772495819404,2.6979671853118816,8.655150144356956,2.0370968081405088,0.635
1049,Loam,5.47,423.9403579808035,133.683654,481.869261,0.5767737695652174,1.2355622076923076,7.026681265,1.641520983333333,5.288815257295272,11.32967655638441,64.43222809958374,15.052177612667952,0.4234972677595632,10.480538225590855,9.277631269301878,20.395769996078432,0.9343120023550576,0.425
1050,Loam,5.39,464.57631234952817,24.353254000000003,465.820508,1.7726628347826086,1.194411558974359,5.223571285,4.468410825,13.548266428485723,9.128755738951403,39.923178897157,34.15157083521411,0.19125683060109333,12.659056503756968,8.431235175221786,22.8046637882353,1.1495328867688772,0.425
1051,Loam,5.95,456.86774061541666,10.479964,359.438266,1.5110121739130435,0.9216365794871796,4.269601755,2.9759971749999994,15.21932391392106,9.282973278639416,43.004585412777985,29.975049675440623,0.3825136612021862,9.678247683400222,14.70972561374981,28.98239572,0.492571997619536,0.25
1052,Loam,5.9,390.3349736734506,9.981194,223.600991,1.1699243304347826,0.5733358743589744,2.949153185,3.0301013333333335,14.601212863396643,7.155504784335863,36.806836391671766,37.817107837410106,0.24590163934426237,7.72251472312709,14.141521620000162,20.61811902873563,0.4228154988552968,0.29
1053,Loam,5.17,763.101412281768,14.709533999999998,260.565575,1.2810133782608697,0.668116858974359,3.953375105,3.743182025,12.54580942681171,6.543309328207025,38.718011460089045,36.65945190929443,0.3142076502732243,9.64568736723523,6.288724428581759,13.62222500884956,1.2238661778563158,0.565
1054,Loam,5.43,288.6619086701817,7.444948,289.876526,2.096765239130435,0.7432731435897436,3.241311315,3.456034366666666,21.163661623530704,7.502213891773094,32.71611652415133,34.88341972216211,0.4234972677595632,9.537384064386844,8.850604860341832,18.100934274774776,0.7567105059312295,0.37
1055,Loam,5.03,385.8662949787053,15.440233,458.759658,1.8918709434782608,1.1763068153846157,5.398480735000001,5.942847333333333,12.718882667141834,7.908207701488024,36.29351319443192,39.95324216060722,0.24590163934426237,14.40950582719621,5.09618733010177,24.389952835125445,2.2254535270599733,0.465
1056,Sand,5.13,959.8643289385006,119.48819399999998,82.49102199999999,0.23128918695652176,0.211515441025641,3.24491185,0.4882317,4.298297982183029,3.930821000862316,60.30371865087969,9.07333956490704,0.9045584045584044,4.175948177982162,5.933273372262079,3.098044439834025,0.6291878556367153,1.205
1057,Loam,5.14,894.1819190161721,120.584227,109.916096,0.34951802608695653,0.28183614358974357,5.51000628,2.4674541083333335,3.799598566563204,3.063831125330488,59.89909074971038,26.823609637665253,0.2715877437325904,8.608814558010033,6.021063456671641,13.521119302259889,1.324925479649929,0.59
1058,Loam,4.3,1575.897564654067,42.24474,72.794999,0.3289359391304348,0.1866538435897436,3.47004433,1.378914091666667,5.432873404032081,3.0828698903495875,57.31301845917698,22.774847026035232,0.3272980501392757,5.364548204386844,1.4467024199998375,7.027475973429952,3.3517317415334182,0.69
1059,Loam,5,1575.897564654067,24.39294,62.051531999999995,0.29138925217391304,0.1591064923076923,3.53475154,1.5061895333333333,4.892006095026563,2.671168975247504,59.343390152784146,25.28675413509824,0.3272980501392757,5.491436817814939,4.860000000000014,10.840733491039426,1.0372306735253742,0.465
1060,Loam,3.93,1870.2883022587807,41.258967000000005,87.115248,0.2452154391304348,0.22337243076923077,2.6997159049999997,1.2291221333333333,4.543192316107458,4.138499250698526,50.018582022255664,22.772376207304372,0.3969359331476321,4.397425908232998,1.0849075239420929,3.928838038333333,3.621357536592249,1
1061,Loam,4.51,1456.5631231778198,60.363827,124.486628,0.3852471347826087,0.31919648205128204,5.74553378,2.3447622916666666,4.011010680943832,3.3233225720156225,59.819776134890354,24.412554298311427,0.6058495821727019,8.794739688500558,2.0513161563419544,9.988019841563784,3.9439537619075886,0.81
1062,Loam,4.98,1575.897564654067,35.947566,86.780891,0.3187981739130435,0.22251510512820513,3.798874225,1.2782460416666666,5.262056132296695,3.6728158103813064,62.7039018640603,21.09862280444154,0.2576601671309189,5.618433545707916,4.706485651871958,11.538909696969696,1.078749759844119,0.44
1063,Sand,5.41,2051.285350844162,32.237433,69.47504,0.29059477826086955,0.17814112820512823,1.6435748500000005,0.35182645,10.706709210152454,6.563453305924824,60.55607086054625,12.962736340735823,0.09052924791086348,2.464137206465998,8.639921338662248,7.981605200000001,0.23095132719217049,0.25
1064,Sand,3.63,3479.9720105986075,27.933874,56.959685,0.24528211739130432,0.14605047435897436,1.0442454900000002,0.1819622833333333,10.583725793378148,6.301960326533735,45.05835176520543,7.851525957208881,0.10445682451253502,1.6175403650836122,1.1669778478621993,1.7517253904761907,1.0507549698390917,0.7
1065,Sand,5.74,1471.1072296225952,78.137158,64.719186,0.36951005217391303,0.16594663076923075,3.66151623,0.5372212583333333,7.413636778104888,3.3294575826433137,73.46255190259305,10.778497784642854,0.2855153203342615,4.734194171276477,12.303516751392069,16.794949953333333,0.3412631992278364,0.25
1066,Loam,5.44,1147.8842564620877,10.069812,146.038659,0.2823338260869565,0.3744581,4.943472495,0.7355806250000001,4.035735843590141,5.352578531016046,70.66297870283837,10.514535701608176,0.8426183844011141,6.335845046086956,8.956669919231786,8.604625939393939,0.6340585475641926,0.66
1067,Loam,5.61,1631.2981415805414,13.439095,173.037854,0.26701902173913045,0.44368680512820513,7.366332459999999,1.340667825,2.689634631911016,4.4691774729092035,74.19974339484592,13.504306129664725,1.511142061281337,9.417706111867336,10.822219538022068,17.07254957843137,0.8045484805043367,0.51
1068,Loam,5.23,1698.5313261091435,12.166418,77.767152,0.16857441739130433,0.19940295384615384,4.65162926,1.1489733666666666,2.424282419158394,2.8676301114858216,66.89545904990013,16.5234795172124,1.2186629526462396,6.168579997904125,6.842766932021618,7.389302709129511,0.84769840684212,0.785
1069,Loam,5.05,1682.6158004868664,9.819691,52.008273,0.22585963913043475,0.13335454615384615,3.990543775,0.7009872083333334,3.821170304035592,2.2561376332357543,67.51337878999266,11.859540351276522,0.9540389972144848,5.050745168617614,5.257539963750219,5.455268585271318,0.8923433803034472,0.86
1070,Loam,4.85,1517.1320657601864,14.253215,50.72157,0.12502444782608696,0.1300553076923077,3.2465425750000003,0.7687039166666667,2.406479244567709,2.5033135842580516,62.48967669275912,14.796066312162145,1.023676880222841,4.270326247185062,3.787588563749864,4.340807018018018,1.060106298264723,0.925
1071,Loam,5.64,1650.928149520787,11.420958,51.662826,0.16125166086956522,0.1324687846153846,7.344861785000001,2.8298844083333337,1.47215184184796,1.2093777155985022,67.05513448108152,25.835514012563205,1.6782729805013927,10.468466638818285,11.161163446271871,20.978858130584193,0.9116205709479124,0.485
1072,Loam,5.92,1346.5306963119297,15.180135,52.44815,0.34018323913043474,0.1344824358974359,7.861434115,1.6626450833333335,3.2935583490671654,1.3020210833581398,76.11219186249212,16.097261610376787,1.1908077994428967,9.998744873361204,14.369465413631929,28.86084605555555,0.6627998275633895,0.33
1073,Loam,5.44,1612.2688581521418,14.542571,132.139292,0.29510026521739136,0.3388186974358975,5.943464565,1.026182425,3.5819372802660174,4.112593130686518,72.14197955271409,12.455837956477252,1.260445682451253,7.603565952653289,8.956669919231786,10.975822031496064,0.7781515957213915,0.635
1074,Loam,5.4,1486.0385996802331,9.527883,81.835968,0.22652519130434776,0.20983581538461535,4.56040378,0.6828029166666667,3.636290704125864,3.3683848603424744,73.20578244207034,10.96067896170174,1.232590529247911,5.679567703355629,8.535323520000134,9.533103084848484,0.6142950158105529,0.55
1075,Loam/Clay,5.77,1301.828163816943,8.267074,157.093804,0.3240693391304348,0.4028046256410257,5.956200745,1.1907569916666667,3.9866656246936625,4.955258522202676,73.27253120453027,14.64856249214757,0.34482758620689635,7.873831701438127,12.648489592422152,28.027285241830064,0.5650443623678583,0.255
1076,Loam/Clay,5.76,1517.1320657601864,15.785217,185.021767,0.2396108695652174,0.4744147871794872,4.41885403,0.6332338833333334,3.986131134802477,7.892294524944872,73.51140480852092,10.534385616758737,0.3591954022988504,5.766113570078038,12.53344215859181,20.62076699319728,0.40308862078005225,0.245
1077,Loam,5.48,1144.05813543716,4.869029,77.187704,0.29862327391304344,0.19791718974358977,3.4271967149999996,0.5983570333333332,6.218605065419891,4.121476610130348,71.36879377424343,12.460335156260436,0.12931034482758583,4.522094211989966,9.38550428467181,14.376977672619043,0.42891182255467875,0.28
1078,Loam,5.66,1218.519636374256,10.381471,56.387736999999994,0.36282700000000007,0.144583941025641,3.49692512,0.8925595333333334,7.042592252787004,2.80642218728097,67.87647490040227,17.324876193349766,0.3304597701149423,4.896895594358974,11.388276878112151,17.213665307189544,0.3854388772167774,0.255
