sample,texture,pH,resistance,ambic_p,K,ec_Na,ec_K,ec_Ca,ec_Mg,bs_Na,bs_K,bs_Ca,bs_Mg,carbon,s_value,r_eksteen,r_observed,ta_eksteen,ta_true
2942,unknown,5.28,1204.7918506513197,51.98,225.8,0.13360869565217393,0.578974358974359,8.095,2.2308333333333334,1.1624802507993888,5.037443519238318,70.43162560855328,19.40966252358422,1.22,11.038416387959868,7.322625994751775,22.694139194139193,1.4101270965817452,0.455
2943,unknown,4.98,1389.7558711688985,10.12,290.3,0.16734782608695653,0.7443589743589744,5.685,1.7725,1.825106901055147,8.118030169444685,62.00100099960139,19.33100690796719,1.03,8.36920680044593,4.706485651871958,9.321875,1.5845156134777236,0.8
2944,unknown,4.92,1319.2364074859952,10.88,275.2,0.12439130434782608,0.7056410256410256,4.0595,1.5275,1.728369397890683,9.804611029753689,56.40519333343453,21.22402582013087,0.88,6.417032329988851,4.265203295232027,7.162820512820512,1.3099023922835236,0.78
2945,unknown,4.77,1583.8929730898474,10.03,214.9,0.12408695652173912,0.551025641025641,2.7,0.9391666666666668,2.260532768494624,10.038214754674842,49.18678518693629,17.109107069653458,0.82,4.314279264214047,3.291746378022026,3.097163120567376,1.1055428483081986,1.175
2946,unknown,4.92,1317.578416725412,14.55,171,0.14830434782608695,0.43846153846153846,5.66,2.0091666666666668,1.549528711079563,4.581178856246323,59.13739302501833,20.992381416860898,1.3,8.255932552954292,4.265203295232027,5.832065906210394,1.798077637996729,1.315
2947,unknown,4.85,1275.7969288424786,10.58,328.5,0.12269565217391304,0.8423076923076923,4.2035,1.7275,1.5538956459493287,10.667519446991726,53.23579305393482,21.878156893225267,1.06,6.896003344481605,3.787588563749864,5.931,1.5659039782631703,1
2948,unknown,4.84,1312.6370603512432,11.66,145.8,0.10643478260869564,0.3738461538461539,5.7,1.7625,1.1901754427956408,4.180423925204146,63.7385623163842,19.7086344004609,1.12,7.94278093645485,3.722675699712113,7.4625,2.004606525509891,1
2949,unknown,4.92,2098.4924027227994,15.51,60.95,0.1207391304347826,0.15628205128205128,1.731,0.64725,3.5560968173897187,4.602932812071481,50.98267288107196,19.063278464629597,0.46,2.655271181716834,4.265203295232027,3.213851351351351,0.5575935859044728,0.74
2950,unknown,5.39,2030.419244209235,7.545,39.79,0.15917391304347825,0.10202564102564102,2.2544999999999997,0.8541666666666666,4.233499377334994,2.713544446421159,59.96223981497953,22.71800687896578,0.26,3.3698662207357857,8.431235175221786,7.970940170940169,0.3687083330094504,0.39
2951,unknown,5.07,685.3908424925662,23.22,166.7,0.22843478260869565,0.4274358974358974,4.579,2.76,2.5538075482557656,4.778558715102257,51.191349364227726,30.85567247112219,0.77,7.994870680044593,5.421965407541734,7.725263157894736,1.3535682079033091,0.95
2952,unknown,4.77,719.2503259954751,11.72,157.2,0.23017391304347823,0.40307692307692305,1.558,0.92,6.0078006606468195,10.520765679886583,40.66557024435553,24.013045330428167,0.27,3.1112508361204014,3.291746378022026,3.441666666666667,0.7527918968924341,0.72
2953,unknown,5.12,919.0049687641372,12.56,265.8,0.1978695652173913,0.6815384615384615,4.46,4.219166666666667,1.9720744725915489,6.7925787405085245,44.45075794296662,42.0504834576308,0.64,9.55857469342252,5.84620860211237,18.271929824561404,1.4845803934417745,0.475
2954,unknown,5.01,972.0830717349224,16.31,179.7,0.21147826086956523,0.4607692307692307,4.872,4.0408333333333335,2.054168048458598,4.475625190348889,47.32357212953877,39.25013705119962,0.73,9.58508082497213,4.937944424742113,12.553286384976529,1.804968336353605,0.71
2955,unknown,4.86,1025.3691288516186,6.791,121.1,0.22930434782608697,0.3105128205128205,2.1895,0.9766666666666668,5.128722363761378,6.945066946600432,48.97132445117128,21.844558216020683,0.48,3.705983835005574,3.853334928671984,4.1387799564270145,0.8216692099894509,0.765
2956,unknown,5.65,1045.9020014078724,29.97,208.6,0.19878260869565215,0.5348717948717948,6.725,1.0450000000000002,2.235106061867166,6.014083419491155,75.61571087473838,11.749950611762324,0.63,8.503654403567447,11.274614163749789,19.92307692307692,0.6891588383558307,0.39
2957,Sand,4.54,606.7345782783929,9.706065,374.1476420000001,0.6748771130434782,0.9593529282051284,1.9168913549999995,0.4293933666666667,14.117247754966074,20.06798380055816,40.09801140810688,8.982157528257737,0.6681681681681682,3.9805147629152735,2.165829464352214,2.932855902083334,1.0833192364794175,0.8
2958,Sand,5.18,2445.4973642699365,83.52049700000002,57.611682,0.25487368260869564,0.14772226153846155,2.096334975,0.4040522,7.445952075632728,4.315600059846829,61.24292472474436,11.80409560712851,0.5594900849858357,2.902983119147157,6.379353852192139,4.808436875,0.3919499110620414,0.52
2959,Sand,3.97,1415.0987922641846,73.376125,96.13066,0.2503189913043478,0.2464888717948718,0.84812112,0.17567657499999997,10.880569701446932,10.714086598944109,36.865125228191005,7.636101476914864,0.48866855524079345,1.5206055580992195,1.0906568497018725,1.3125611474358971,0.9386982672688038,0.78
2960,Sand,4.89,1584.78793298119,97.047035,63.595378,0.2467980086956522,0.1630650717948718,1.95849333,0.3116159,7.43373695966723,4.911639512161444,58.99125495147981,9.386099366411852,0.6444759206798867,2.679972310490524,4.055555915621994,3.547045671875,0.5597529111250922,0.64
2961,Sand,5.28,1227.596859702925,105.520881,82.342041,0.25470004782608696,0.21113343846153845,2.2442274600000003,0.3174885416666667,7.261481233573005,6.019400130678635,63.98277394822735,9.051576970103865,0.5594900849858357,3.027549487954292,7.322625994751775,5.336908336805556,0.3498357014959775,0.48
2962,Sand,5.3,1395.4983349469155,97.72014,88.468679,0.2196718608695652,0.22684276666666664,1.64947249,0.5086355833333334,7.167990395921654,7.401980237316053,53.82302002566168,16.59700501432074,0.6161473087818696,2.604622700869565,7.518958019999559,4.691539289855073,0.2870222266959086,0.46
2963,Sand,5.34,1265.7609483317935,90.60220099999998,58.082055,0.2747519956521739,0.14892834615384615,2.3865701849999996,0.51923455,7.027830782171483,3.809410785000821,61.04563997849522,13.281405090416804,0.6303116147308783,3.3294850768060194,7.918778433311786,5.010008163793103,0.36695113513672784,0.58
2964,Sand,5.76,1660.9781224472356,99.449325,89.98689699999998,0.26728121739130434,0.2307356333333333,3.24891618,0.5171817500000001,5.681860027873967,4.904974561394311,69.06541042137424,10.99424172469558,0.6444759206798867,4.264114780724638,12.53344215859181,8.559313477272728,0.3004839279062934,0.44
2965,Sand,5.75,1280.8937731282592,51.342832,45.82379699999999,0.3176749739130435,0.11749691538461536,2.3156315299999997,0.5307127749999999,8.723700704956324,3.226593240711293,63.58976334160219,14.57395070303563,0.6019830028328612,3.2815161942976587,12.418446093750047,7.906511958333333,0.22920293598025177,0.36
2966,Sand,5.31,2771.143589264537,49.520031,19.750204,0.19518352608695655,0.05064154871794871,1.255643035,0.25550649999999997,9.133638050326477,2.369777744929409,58.75797631094146,11.956459324677068,0.44617563739376775,1.7569746098049053,7.618031526582058,3.9767093026315785,0.19836483082631703,0.38
2967,Sand,3.79,1584.78793298119,82.210793,63.784350999999994,0.31558831739130433,0.16354961794871797,2.10701113,0.4157444083333333,6.438090078583661,3.3364580202955323,42.983617275980066,8.481302389906586,1.0410764872521243,3.0018934736733556,1.1048255317020903,1.3277660728070175,2.283397211545958,1.9
2968,Sand,5.9,1346.5306963119297,30.903958,29.407974,0.23418067391304345,0.07540506153846153,1.63237368,0.25973470833333334,9.360883558328432,3.0141599175354203,65.25073007448111,10.382352737047569,0.5736543909348442,2.201694123784838,14.141521620000162,6.307027961111111,0.13379807627330215,0.3
2969,Sand,5.61,1286.0443834696605,81.566433,54.550574,0.24029776521739132,0.13987326666666666,3.575462195,0.6348381666666667,4.77684388634956,2.7805200690732494,71.07608641973181,12.619854423196916,0.8427762039660058,4.590471393550724,10.822219538022068,9.568864458333334,0.3890422243676056,0.44
2970,Sand,5.3,1428.57358940018,46.94198,51.939598,0.1859297956521739,0.1331784564102564,1.405385115,0.37844766666666657,6.828271099118919,4.890978348799095,51.61276346389734,13.89848924302185,0.6728045325779035,2.1029410337290972,7.518958019999559,2.8771496478494623,0.2372446789730542,0.62
2971,Sand,4.9,1205.2283612296983,69.16506,35.259569,0.2043832652173913,0.09040915128205128,1.3205766499999998,0.299519675,8.325561226557026,3.68282072232852,53.79374745893345,12.200947030171877,0.5594900849858357,1.9148887414994424,4.124616419999825,3.000178379629629,0.39278714916236224,0.54
2972,Sand,4.37,2417.9611254648494,69.568366,52.126482,0.2361425,0.13365764615384615,0.914142645,0.23415750833333335,10.551024011484554,5.971923875997488,40.84457900342802,10.46233309503539,0.16949152542372925,1.5181002994871795,1.6112013130618834,1.594861324074074,0.7126981240793149,0.72
2973,Sand,5.06,1003.153104022776,98.051138,76.904249,0.20907406086956523,0.19719038205128203,1.6970495199999995,0.4999011166666667,6.527006637858618,6.156014415262891,52.979568272341325,15.606230123362188,0.3954802259887007,2.603215079587514,5.339370985631717,3.661584394444444,0.4114624442801736,0.6
2974,Sand,4.37,1612.2688581521418,79.903423,114.936738,0.18500830869565216,0.29470958461538466,1.11745284,0.22025041666666667,6.961949132421273,11.090059421626014,42.05027268671267,8.288126128164317,0.2683615819209044,1.8174211499777035,1.6112013130618834,1.5925038769841269,0.8302520894329035,0.84
2975,Sand,5.51,1621.710281877005,43.69215,97.17794,0.1978009391304348,0.2491742051282051,1.6413771650000002,0.35055913333333333,6.870685086177867,8.655153522328073,57.013812259616344,12.176794608788455,0.21186440677966137,2.4389114425919733,9.71162495314195,4.527127950757576,0.2051084455942559,0.44
2976,Sand,4.69,1255.9294662650598,77.52663,69.118163,0.2403597347826087,0.17722605897435895,1.104202025,0.30373674166666664,10.425381664051464,7.687016743026764,47.893743747284375,13.1743008459149,0.1412429378531077,1.8255245604236343,2.8497918845822596,2.933205763888889,0.494049679305986,0.48
2977,Sand,4.88,908.4446548807572,55.266533,71.615617,0.1876950565217391,0.1836297871794872,1.903806795,0.3309000916666667,5.928400992365573,5.799998320236336,60.13227147217434,10.451572183965954,0.08474576271186463,2.606031730367893,3.987320666112055,3.990548011904762,0.5604532651861377,0.56
2978,Sand,4.09,1227.596859702925,46.079963,51.11352,0.1797527043478261,0.1310603076923077,0.899615285,0.18198896666666667,7.910197973703599,5.767440240201318,39.588472564784794,8.008606939106052,0.1129943502824866,1.3924172637068004,1.1497699930619092,1.229095740530303,0.9407135846242493,0.88
2979,Sand,5.48,1329.300564131131,55.90639999999999,56.319154,0.185573,0.14440808717948717,2.340750335,0.6746041166666666,4.800954487262848,3.735978047137264,60.557493947827886,17.45266639563311,0.4943502824858763,3.345335538846154,9.38550428467181,5.7987585608974355,0.3212778301738431,0.52
2980,Sand,4.56,1107.5531021237543,55.408132,84.312196,0.20656497391304343,0.21618511794871795,1.5719644700000002,0.4172991666666667,6.236839302137284,6.5273013842479415,47.46249861405148,12.599560293854164,0.4943502824858763,2.412013728528428,2.246246111231926,2.21029292962963,0.8855946936178244,0.9
2981,Sand,3.96,849.4135517068756,20.166678,103.35847800000002,0.23490840434782612,0.26502173846153854,1.11610573,0.42194428333333334,6.421806415580302,7.245029419213722,30.5115304719674,11.53489809464328,0.4661016949152543,2.037980156142698,1.088638129152173,0.9494135884773662,1.41282026795365,1.62
2982,Sand,4.79,1549.9923590559822,94.14452,67.07487,0.18036085217391304,0.17198684615384616,2.207007975,0.19519629166666663,4.962395748114985,4.731995795088595,60.722972081742824,5.3705736923468645,0.4237288135593227,2.754551964994426,3.4106676469019703,2.7297775757575757,0.7043208296324837,0.88
2983,Sand,4.36,1567.1368524338131,66.03173,105.640469,0.1875220304347826,0.27087299743589743,1.159482175,0.24801555833333333,6.8291825916959095,9.86466045808452,42.22605454160536,9.03223759636498,0.32485875706214706,1.8658927612040133,1.585512118271822,1.5994292424242424,0.8877243618090279,0.88
2984,Sand,5.01,755.3068048003303,22.324727,133.700064,0.2219292304347826,0.34282067692307694,2.328751895,0.4918736166666667,5.353658185366626,8.269954883935416,56.17710483621271,11.86559881667877,0.4943502824858763,3.385375419024526,4.937944424742113,3.71134935745614,0.5712145113528643,0.76
2985,Sand,5.05,1318.1304727317818,20.918422,122.429709,0.18195685217391305,0.31392233076923076,2.19594055,0.20028315833333332,5.3016141397275875,9.146646843459752,63.98236357020403,5.835581411105174,0.2259887005649719,2.892102891276477,5.257539963750219,4.4374513117283945,0.4557689955482715,0.54
2986,Sand,5.36,1871.6727155674716,33.551124,48.349289,0.1891023956521739,0.1239725358974359,2.21011711,0.2777292416666667,5.560328508201707,3.645263314656732,64.98583548249243,8.166294322578855,0.4661016949152543,2.8009212832162764,8.122125699071717,4.146410586111111,0.30630483248381696,0.6
2987,Sand,5.2,1286.0443834696605,19.805,116.349445,0.22867850434782608,0.29833191025641026,2.165071135,0.3506259500000001,6.312364560837665,8.235053762662362,59.76389579441685,9.678560856439674,0.5084745762711869,3.0427074996042363,6.562686719999988,4.337408767241379,0.383333410893032,0.58
2988,Sand,4.75,1641.036149572146,39.008696,41.175427,0.18981080869565217,0.10557801794871796,0.81213487,0.20210144166666663,11.102481148772119,6.175506874742142,47.50368088306888,11.821389212042446,0.12711864406779672,1.3096251383110369,3.17619609375015,2.5355907791666663,0.319324211015307,0.4
2989,Sand,4.81,1889.9181461821229,41.10262500000001,42.709856,0.1881538347826087,0.10951245128205128,0.7551479799999999,0.21427725833333333,11.1525564595405,6.491197999535251,44.76034459775146,12.70098600073248,0.12711864406779672,1.2670915243979932,3.5329542221819565,2.3081553293650794,0.2743950748771987,0.42
2990,Sand,3.89,1008.5883569657842,51.806374,55.717446,0.21078958695652175,0.14286524615384616,0.778000715,0.3292381916666667,8.928380951885998,6.051320470159682,32.9536523347923,13.94548963045496,0.2683615819209044,1.4608937397770347,1.0849137764218997,1.230265451851852,1.020577792198747,0.9
2991,Sand,4.02,934.3445881884548,74.03007,90.825402,0.28706385217391306,0.23288564615384613,1.745480625,0.26023855,7.58291009977828,6.151770433441816,46.1075909072003,6.874308674542286,0.33898305084745806,2.525668673327759,1.107079853471987,1.591840615079365,1.8117204180978723,1.26
2992,Sand,4.92,1070.7391213603044,54.631341,92.717253,0.35489503478260864,0.23773654615384615,2.6342943200000004,0.4639036083333334,8.08264210745065,5.414388002356818,59.995367946729814,10.565284016470098,0.38135593220339015,3.690829509269789,4.265203295232027,4.425997040476191,0.7263892747613551,0.7
2993,Sand,4.53,1064.3852905056644,135.868424,118.435057,0.28332119565217395,0.3036796333333333,2.42503658,0.2911097166666667,6.805457196226055,7.294472767059864,58.250081171947734,6.99253972728776,0.38135593220339015,3.3031471256521736,2.126846443302042,3.1583096472868215,1.2770768219870656,0.86
2994,Sand,4.33,923.3200852169076,40.451403,62.590095,0.2945195608695652,0.16048742307692307,2.046671035,0.3438879333333334,7.646748478894226,4.166809683784,53.13867295427027,8.92852251769904,0.38135593220339015,2.845565952279822,1.5128586317821373,2.376301161365143,1.5801601802788876,1.006
2995,Sand,6.17,1621.710281877005,75.917289,53.706912,0.24484758260869563,0.13771003076923077,4.2241634349999995,0.43618064166666665,4.599889249629264,2.5871233170958132,79.35828390181318,8.194414758447522,0.5084745762711869,5.042901690044593,17.09771618698153,16.644085988095235,0.27257114492373696,0.28
2996,Sand,6.43,1179.7502418920044,188.000706,99.175578,0.28013632173913044,0.25429635384615384,9.409145095,0.8153041583333334,2.514941118209039,2.282961211627111,84.47118081548294,7.319443401376321,0.7768361581920908,10.758881928918616,19.45590011794218,26.90644540350877,0.5255192096666026,0.38
2997,Sand,6.38,1209.6164056363446,190.443169,92.63362,0.2944142869565218,0.23752210256410256,8.73225228,0.7143921999999999,2.87553803313668,2.3198732870410335,85.28772093791987,6.977453312174191,1.0593220338983054,9.978580869520624,19.058390740511527,36.333248000000005,0.4956685277692262,0.26
2998,Sand,5.79,1358.347877429117,30.091299,97.672323,0.2671710086956522,0.2504418538461538,3.07870594,0.39865789166666665,6.051470419903344,5.672552115046977,69.73323197919979,9.02967148591345,0.6214689265536726,3.994976694208472,12.878676402102316,8.279437694444445,0.2700094111456222,0.42
2999,Sand,4.3,2459.5772315689474,52.015099,80.113177,0.21468803043478263,0.20541840256410257,1.218120465,0.23860754166666667,7.844392314100595,7.505693424013081,44.5083724227344,8.718376903201538,0.25423728813559343,1.8768344396655516,1.4467024199998375,1.6938697751937983,1.0069299577634148,0.86
3000,Sand,4.01,783.5483440368774,117.586183,140.070614,0.2521980391304348,0.3591554205128205,1.823865285,0.31460108333333336,6.986443954234672,9.949400181397358,50.52510573698995,8.715146415207006,0.33898305084745806,2.7498198279765886,1.102914147941874,2.486588800387597,1.938923688959728,0.86
3001,Sand,3.2,2160.6900054153107,118.011922,51.29284299999999,0.288469952173913,0.13152011025641022,1.2002727,0.16389014166666668,7.388797499995318,3.3687233437602804,30.743485961844435,4.197841265250691,0.6497175141242941,1.78415290409699,1.034449919999986,0.6434730385220125,1.3187326087923958,2.12
3002,Sand,3.64,1364.3593186104818,230.67059,87.211564,0.33183760869565215,0.22361939487179489,2.10918817,0.19446356666666667,7.683011210263374,5.177443040243385,48.83387515466149,4.5024003414215015,0.5932203389830513,2.8591087402341135,1.162935247872042,1.5778436552511417,1.9808942422907263,1.46
3003,Sand,4.3,2380.744047805728,77.701814,67.437674,0.20893464782608695,0.17291711282051284,1.386976745,0.18556195833333333,7.931043278620008,6.563837638528211,52.64886750708209,7.043828956660951,0.33898305084745806,1.9543904639799332,1.4467024199998375,2.312556916666667,1.0869814563063425,0.68
3004,Sand,3.65,2448.296414878608,88.91800299999998,35.179323,0.2356425782608696,0.0902033923076923,1.11487529,0.14437163333333333,8.775956273097165,3.359414212914305,41.52092065537059,5.37678356161216,0.5367231638418082,1.5850928939018951,1.1588397637499384,1.14476993030303,1.0866445583973432,1.1
3005,Sand,5.37,1501.3742057057011,145.609588,87.641038,0.25785255652173916,0.22472061025641024,3.73187259,0.5253527416666667,5.016783373896065,4.372167708994924,72.6073714977188,10.221271161225994,0.5084745762711869,4.739798498444816,8.224626543462023,10.643063329166663,0.517619287534806,0.4
3006,Sand,4.58,1087.068989841067,108.856415,106.051343,0.2529576434782609,0.2719265205128205,1.982332285,0.5586991166666666,6.28323270453222,6.754401975849525,49.23929110460939,13.877566669120824,0.4519774011299438,3.0659155656577477,2.3299482784316297,2.6469077100694443,1.0905956261729226,0.96
3007,Sand,5.44,1346.5306963119297,37.708924,112.616857,0.2048826956521739,0.28876117179487176,2.65199347,0.35718300833333333,5.276646288176283,7.436892415294992,68.30069984778025,9.199060902251087,0.38135593220339015,3.502820345780379,8.956669919231786,7.918885469298245,0.3359704561482188,0.38
3008,unknown,4.88,787.8124945310411,34.754328,178.448127,0.17873021739130435,0.4575593,6.565962065,0.9770763166666666,1.914762576632239,4.901898722094146,70.34209785647923,10.467559391879451,1.9225352112676055,8.179327899057972,3.987320666112055,6.530769161616162,1.8917561473734468,1.155
3009,Sand,5.56,2130.940787685407,2.630154,23.593357,0.09890352608695652,0.06049578717948718,1.62545799,0.5770535916666667,3.8306328185473193,2.3430625471315674,62.95561915749654,22.34986469901458,0.27456647398843925,2.3619108949331102,10.262802220032086,10.011416280303033,0.21461113002524385,0.22
3010,Sand,4.3,2221.4272753972955,2.135172,23.753177,0.08261940000000001,0.06090558205128205,0.5309977450000001,0.26281898333333337,5.669185161673266,4.179224516617184,36.436049364144075,18.03413581458334,0.05747126436781569,0.9373417103846156,1.4467024199998375,1.5265706314102567,0.5487076798650979,0.52
3011,Sand,4.39,2574.003693312589,2.735307,9.790667,0.07350853913043477,0.02510427435897435,0.618937695,0.20620130833333333,5.163016353122352,1.7632479244168613,43.472302383517025,14.48295313107969,0.04310344827586165,0.9237518168227424,1.6648201160219287,1.6502780066666665,0.4956325283388543,0.5
3012,Sand,4.5,2636.6868725494933,3.692849,20.042357,0.1106988304347826,0.05139065897435897,0.74618665,0.25737583333333336,7.161950580528675,3.324853193385812,48.276498407078606,16.651603198659743,0.11494252873563182,1.165651972742475,2.014762499999847,2.6409539035087723,0.49810460703602016,0.38
3013,Sand,4.12,2771.143589264537,3.577114,15.213825,0.09478052608695652,0.03900980769230769,0.6725623000000001,0.218143575,6.058213855366981,2.493442136414382,42.98906550401826,13.94337511180112,0.12931034482758583,1.0244962087792642,1.1758698117121185,1.649455324074074,0.7574868119992748,0.54
3014,Sand,4.28,2603.203013433069,3.887735,9.877706,0.0812528956521739,0.02532745128205128,0.56393045,0.300996475,5.839200217705699,1.820145089636907,40.52659022156057,21.63096672729625,0.201149425287356,0.9715072719342251,1.4061247211520822,2.0593498214285715,0.6151139454339002,0.42
3015,Sand,4.17,3559.8805386229687,1.7007249999999998,9.343973,0.07144827391304348,0.02395890512820513,0.323094045,0.16049828333333332,7.151982897450364,2.3982899842633825,32.34176219456869,16.065902149955054,0.02873563218390762,0.578999507374582,1.2307252301819744,1.1514103055555556,0.392932814306431,0.42
3016,Sand,3.93,3652.773852568956,2.438405,9.480779,0.08730885217391304,0.02430968974358974,0.4731488499999999,0.172505225,6.628001755492422,1.8454562427992989,35.91882530035405,13.09563584519601,0.1005747126436778,0.7572726169175027,1.0849075239420929,1.1529537053571426,0.5951236033961379,0.56
3017,Loam,5.85,1125.4174901310414,22.518301,73.191532,0.17865936521739129,0.18767059487179483,1.06339239,0.4180807083333334,8.724440784604436,9.164484548448854,51.928450132268154,20.416060353742843,0.05747126436781569,1.8478030584225191,13.568826363749965,7.407365491666666,0.10918211042122176,0.2
3018,Loam,4.99,694.4874255463577,7.364366,51.351155,0.3764145173913043,0.1316696282051282,1.35056209,0.3410842666666667,14.152355551474953,4.950487581094917,50.778155487965414,12.82401605638039,0.201149425287356,2.1997305022630993,4.782845762741886,3.6774920797101447,0.3536903426500812,0.46
3019,Loam,4.27,957.4686329756156,5.515064,33.053939,0.19957995652173913,0.08475368974358974,0.61206101,0.25479929166666665,11.019248200868695,4.679437552248931,33.79323405419092,14.068029100781512,0.15804597701149392,1.1511939479319957,1.3868740808218265,1.3134246994949494,0.6250461477749929,0.66
3020,Loam,4.47,813.1799489935353,13.431147,46.764085,0.2743655304347826,0.11990791025641026,0.851853695,0.372948825,13.07077664518812,5.7124140575135005,40.58231864651044,17.76728579546944,0.14367816091954033,1.6190759606911929,1.9099059829020464,2.5516719166666664,0.6412894304561256,0.48
3021,Loam,5.03,927.6887630437664,14.271195,66.342817,0.23316022608695652,0.17010978717948716,1.24465866,0.3656060833333334,9.660529041456028,7.0481598292431595,51.569949701221354,15.148159036599274,0.2729885057471262,2.013534756599777,5.09618733010177,4.025661858333334,0.3159744018478176,0.4
3022,Loam,4.06,1255.9294662650598,8.704644,38.007286,0.18404394782608696,0.09745457948717948,0.80793605,0.31589161666666665,8.741825772763894,4.628953924852387,38.37581332100696,15.004402527738536,0.15804597701149392,1.405326193979933,1.1284715968320145,1.6054680952380953,0.9958847611420752,0.7
3023,Loam,4.4,1028.237662023152,7.565584,35.991903,0.19837465217391304,0.09228693076923077,0.916652385,0.21628115,10.421052791323564,4.848033591772805,48.15374742032608,11.361720145284584,0.11494252873563182,1.423595117943144,1.6927603200000476,2.3602781979166667,0.6692817179221027,0.48
3024,Loam,3.82,1179.7502418920044,7.0249,32.313162,0.1900939739130435,0.08285426153846154,0.809482175,0.21002333333333337,9.44588040843772,4.117076568559376,40.22364128864896,10.43618189893601,0.11494252873563182,1.2924537437848385,1.096373685791832,1.415979872685185,0.9298887063282786,0.72
3025,Loam,4.16,1136.505256678811,10.177322,52.262094,0.4404680608695652,0.13400536923076922,3.354946665,1.5237470249999998,6.262727066597582,1.9053346371905568,47.70179078230319,21.665161640269147,0.9277620396600568,5.453167120100334,1.2185766789118588,3.087780816455696,4.003600080674842,1.58
3026,Loam,4.23,587.3746652579024,19.164912,131.730384,0.8221781043478262,0.3377702153846153,7.384902545,3.043165775,6.215429922262753,2.5534456493656728,55.827738550148744,23.005457718123587,1.8767705382436264,11.588016639732444,1.316630746421879,6.358578243902439,7.9202679630106445,1.64
3027,Loam,3.86,627.0752778952366,17.925805,58.142906,0.695709356521739,0.14908437435897437,3.66951532,2.2096542166666664,7.591795560611592,1.6268547789462595,40.04288551652062,24.11242987509325,1.36685552407932,6.72396326754738,1.0882212678719725,2.4094957117486335,5.402549748143997,2.44
3028,Loam,3.6,847.6741064554636,11.93234,44.938615,0.5408780869565217,0.11522721794871794,4.020644795,1.566999383333333,6.4515058332537984,1.3744115109723751,47.95759705175325,18.69091373097678,1.225212464589235,6.243749483238573,1.1786227200000212,2.6110486814641742,4.740825103331821,2.14
3029,Loam,4.18,741.5440788887615,35.982138,164.667057,0.447268047826087,0.42222322307692306,5.66404409,2.1822949,4.18953877024507,3.9549450746064,53.054834627175026,20.441453701188873,1.7351274787535411,8.71583026090301,1.2434797945920764,4.003234178571429,6.309985111236964,1.96
3030,Loam,3.81,802.4781298545923,21.094398,94.017194,0.5509521913043478,0.2410697282051282,3.1369272,1.6930642833333331,7.190697305488006,3.1462973963956387,40.94129095148955,22.09685880613523,1.1543909348441923,5.62201340284281,1.0989911933820622,2.367642883986928,4.394931927042473,2.04
3031,Loam,4.61,1246.295821068239,10.507763,44.216758,0.36837852608695654,0.11337630256410255,3.39117805,0.9623123833333332,6.42306491282463,1.976834422681244,59.128736350268206,16.77892294706109,0.7577903682719545,4.835245261984392,2.461703997221889,4.837211592592593,1.7684865598164463,0.9
3032,Loam,4.83,932.1120868127692,27.221406000000002,94.401175,0.3558238391304348,0.2420542948717949,5.69838795,1.312108825,4.152757587166196,2.824973200197908,66.50488582161684,15.313391850086452,1.2393767705382437,7.608374909002229,3.658598022581941,7.302600807291667,1.9161702738943047,0.96
3033,Loam,4.34,722.6534502223234,21.033165,117.830831,0.5248031304347825,0.30213033589743593,5.509101725000001,2.4267366416666665,4.949678618957392,2.8495410507384413,51.9590708144269,22.887756898756997,1.6501416430594902,8.762771832998887,1.53634652611197,4.312955634057971,5.165396108096708,1.84
3034,Loam,4.37,1192.3108029593063,22.821341000000004,149.491193,0.19627230869565215,0.3833107512820514,4.751529415,0.8361589000000001,2.635492904892831,5.146995885901887,63.80228644500316,11.227721643250897,1.3526912181303117,6.1672713749777035,1.6112013130618834,4.36538149609375,3.468026167618563,1.28
3035,Sand,4.14,3213.327579861726,4.45636,7.131370999999999,0.07807406956521738,0.01828556666666666,0.5348928049999999,0.19457278333333333,5.553611373658737,1.3006998556539546,38.04831465913037,13.840467501464085,0.18571428571428591,0.8258252245652173,1.196063357471985,1.257699290229885,0.6098887519429916,0.58
3036,Sand,4.03,3190.6558514385656,4.92238,8.090169,0.07813709130434782,0.02074402307692307,0.532902735,0.17140966666666663,5.414179764216207,1.4373694758363946,36.9252445409614,11.877108978154045,0.18571428571428591,0.8031935160479375,1.111707896501798,1.1004881276041667,0.6335408823513088,0.64
3037,Sand,4.08,3179.476341412889,8.072994,16.078183,0.08031901739130434,0.04122611025641026,0.5561506,0.20259705833333336,5.214529219530642,2.6765112861417704,36.106810670139886,13.153152451096794,0.18571428571428591,0.8802927859810481,1.142149957632114,1.1496176641414142,0.6643152707428684,0.66
3038,Sand,4.21,3185.053228832795,5.572284999999999,10.604687000000002,0.0926877565217391,0.02719150512820513,0.7667963,0.3411645916666667,4.858255884834463,1.4252506993804015,40.191852481298945,17.882241920193483,0.17142857142857126,1.227840153316611,1.2854625841019924,1.62935425245098,0.8619160957070359,0.68
3039,Sand,5.25,596.1587432288322,57.099557,74.90143,0.27003750000000004,0.19205494871794873,2.27668478,0.44975646666666674,7.652966453266802,5.442911002073184,64.52212098691147,12.746270986584488,0.20308123249299737,3.1885336953846157,7.032789843750038,8.018944843137255,0.387675631895872,0.34
3040,Sand,5.23,1042.9026887381988,47.396553,88.341732,0.13344103478260871,0.22651726153846152,0.98667669,0.4596953833333333,6.1034250191430095,10.360614511075353,45.12935024343853,21.025888388770728,0.1750700280112043,1.8063303696544035,6.842766932021618,3.806242298245614,0.21137240062420468,0.38
